model,annual_return,annual_vol,sharpe,max_drawdown,calmar,hit_rate
BuyHold,1.5341226449021503,0.9249630555837095,1.4596770980961464,-0.9307432432432433,1.6482769614919655,0.5293389890420643
MiningCost,0.8823945748102926,0.7310005973414205,1.2209633442899437,-0.8138871553603855,1.0841731178563352,0.4627076705549664
Trend,0.8056535743375948,0.8945069999424189,1.1034277525072824,-0.9347114364179719,0.8619275885026544,0.5090137857900318
OU,-0.5345626592221244,0.7307084664868917,-0.659647519671719,-0.999995377752523,-0.5345651301144484,0.26970661010957936
ZScore,-0.7635035411648657,0.819589790254102,-1.3161286390929692,-0.9999999998671206,-0.7635035412663196,0.35136090491339694
