date,portfolio_value,daily_return,daily_log_return,cumulative_return,cumulative_log_return,drawdown,volume_traded,daily_slippage_cost,daily_commission_cost
2024-02-09,501730.8878073188,0.0018596000105999266,0.001857873095083515,0.0034617756146375633,0.003455797462143444,0.0,135053.39355609444,13.505339355609445,24.87171152045938
2024-02-12,510547.8006959313,0.01757299202196716,0.017420372392589898,0.021095601391862617,0.02087616985473337,0.0,6044.030210143159,0.6044030210143159,1.0544365335211372
2024-02-13,508069.77170610643,-0.004853666956251779,-0.004865484251362508,0.01613954341221291,0.016010685603370874,-0.004853666956251779,1693.6477902321203,0.16936477902321204,1.0
2024-02-14,515634.94635096536,0.014890030988174985,0.014780262770116548,0.03126989270193081,0.030790948373487493,0.0,5175.987013865437,0.5175987013865437,1.0
2024-02-15,515468.5126245246,-0.0003227743340876721,-0.0003228264369349878,0.030937025249049288,0.03046812193655251,-0.0003227743340876721,112.66940110875294,0.011266940110875295,1.0
2024-02-16,516019.2647198898,0.0010684495403241456,0.001067879154363627,0.032038529439779584,0.03153600109091595,0.0,377.7438312609447,0.03777438312609448,1.0
2024-02-19,515975.43274983874,-0.00008494250708801498,-0.00008494611490707643,0.031950865499677406,0.031451054976008745,-0.00008494250708801498,163062.41558819026,16.306241558819025,27.525728492267092
2024-02-20,515931.65097356035,-0.0000848524435457243,-0.00008485604371796919,0.031863301947120615,0.031366198932290756,-0.00016978774305453914,163048.23674894904,16.304823674894905,27.476952603462934
2024-02-21,512688.1501778759,-0.006286686985696677,-0.006306531416527023,0.02537630035575167,0.025059667515763752,-0.0064554073263565215,2203.8847572267405,0.22038847572267406,1.0
2024-02-22,516252.45984221855,0.006952198257568654,0.006928143153477265,0.03250491968443714,0.031987810669241036,0.0,2439.224296110624,0.24392242961106242,1.0
2024-02-23,513177.3513961273,-0.005956598147795922,-0.00597440944358515,0.026354702792254603,0.026013401225655847,-0.005956598147795922,2102.1533103521797,0.21021533103521797,1.0
2024-02-26,524075.34867439023,0.02123631771475165,0.02101396951579263,0.048150697348780414,0.04702737074144847,0.0,7455.9419397406455,0.7455941939740646,1.1979341162822374
2024-02-27,531896.5765107302,0.014923861341929578,0.014813596223873623,0.06379315302146038,0.06184096696532206,0.0,5351.384029670182,0.5351384029670182,1.0
2024-02-28,541487.6921516338,0.018031918354921128,0.017871271620028256,0.08297538430326767,0.07971223858535051,0.0,6561.941038880439,0.6561941038880439,1.0
2024-02-29,546304.2817134224,0.00889510441622332,0.008855776022984171,0.09260856342684476,0.08856801460833462,0.0,3295.980062636547,0.3295980062636547,1.0
2024-03-01,549081.1991223007,0.005083096548628152,0.00507022122594058,0.09816239824460138,0.09363823583427526,0.0,1900.645664806245,0.1900645664806245,1.0
2024-03-04,561903.2130459654,0.023351762806959275,0.02308328202644629,0.12380642609193093,0.11672151786072162,0.0,8772.009793372185,0.8772009793372185,1.1348007494660006
2024-03-05,546602.3250473895,-0.027230468955023124,-0.027608089143785455,0.09320465009477896,0.08911342871693602,-0.027230468955023124,10463.442734383076,1.0463442734383077,1.4812348151731423
2024-03-06,561124.3712061879,0.02656784556768832,0.026221049367442635,0.12224874241237571,0.11533447808437858,-0.0013860782812676886,9935.445289745927,0.9935445289745928,1.2973942660937487
2024-03-07,562697.7593531562,0.002803991820184537,0.002800067968374918,0.1253955187063125,0.11813454605275357,0.0,1077.6791424390103,0.10776791424390103,1.0
2024-03-08,566931.2047036779,0.007523480021296436,0.007495319799194309,0.13386240940735572,0.12562986585194766,0.0,2896.9088229812623,0.28969088229812623,1.0
2024-03-11,574041.3882403463,0.012541527927334206,0.012463534394328613,0.14808277648069268,0.13809340024627642,0.0,4864.789833024668,0.4864789833024668,1.0
2024-03-12,572319.8172065453,-0.002999036426760693,-0.003003542548108477,0.14463963441309047,0.1350898576981679,-0.002999036426760693,1176.3203994457435,0.11763203994457436,1.0
2024-03-13,577735.6125295183,0.00946288274518814,0.009418390135597688,0.15547122505903666,0.14450824783376565,0.0,3705.694642151764,0.37056946421517645,1.0
2024-03-14,567115.0942701355,-0.018383007779081972,-0.018554074996757926,0.13423018854027102,0.12595417283700774,-0.018383007779081972,7262.820612537267,0.7262820612537267,1.0
2024-03-15,566569.7627432606,-0.0009615888069012257,-0.0009620514300105841,0.13313952548652108,0.12499212140699702,-0.019326919691465605,371.75183142576134,0.03717518314257614,1.0
2024-03-18,560883.297908233,-0.01003665428153877,-0.010087361065732992,0.12176659581646598,0.11490476034126404,-0.029169596361734218,21354.1317143559,2.13541317143559,2.799440444986353
2024-03-19,555137.5245662756,-0.010244151258177459,-0.010296983701083628,0.11027504913255126,0.10460777664018038,-0.03911492986264209,29163.80750479424,2.916380750479424,3.9732707772199234
2024-03-20,559194.0005046842,0.007307155000155774,0.0072805870884525056,0.1183880010093683,0.11188836372863283,-0.03209359371781295,27945.286570823984,2.7945286570823984,3.7210767737448722
2024-03-21,557578.5731193362,-0.0028888496369596783,-0.0028930304167763495,0.11515714623867224,0.10899533331185639,-0.034889729788212254,1175.066172522871,0.11750661725228712,1.0
2024-03-22,554567.4740212302,-0.005400313504266396,-0.005414947907929412,0.10913494804246038,0.10358038540392699,-0.040101627813543095,2193.8994629550725,0.21938994629550726,1.0
2024-03-25,571653.2062661948,0.030809113489967288,0.030344040938564715,0.14330641253238974,0.1339244263424919,-0.010528009926015658,12457.857263703248,1.245785726370325,1.536110636708169
2024-03-26,568137.1468826213,-0.006150686019132046,-0.006169679410024468,0.13627429376524258,0.1277547469324673,-0.016613941461686488,2561.5376606151694,0.25615376606151696,1.0
2024-03-27,566193.4679952861,-0.0034211438171227737,-0.0034270093112517305,0.13238693599057227,0.12432773762121573,-0.019978246595699467,1415.7692816161143,0.14157692816161144,1.0
2024-03-28,571443.0585533471,0.009271725752414861,0.009229007150295942,0.1428861171066942,0.13355674477151164,-0.010891753666734005,21884.330482480786,2.1884330482480787,2.7037719894342462
2024-03-29,571402.690747147,-0.00007064186990457522,-0.00007064436515898067,0.142805381494294,0.13348610040635284,-0.010961626122792945,180577.55243964962,18.057755243964962,22.31005095622061
2024-04-01,571361.922063594,-0.00007134842767309024,-0.00007135097309323116,0.14272384412718808,0.13341474943325965,-0.011032192455677436,180563.25027609844,18.056325027609844,22.7123585252954
2024-04-02,561555.8158455807,-0.017162687675434385,-0.017311673727566992,0.12311163169116135,0.11610307570569263,-0.02800553805761974,170796.9361102214,17.07969361102214,22.7123585252954
2024-04-03,561514.4356741005,-0.00007368843899835387,-0.00007369115412475798,0.12302887134820106,0.1160293845515678,-0.028077162812235268,177451.6378072035,17.74516378072035,23.635007699414423
2024-04-04,568792.5188144725,0.01296152454501831,0.012878242852250523,0.13758503762894492,0.12890762740381828,-0.01547956110216231,4992.310476238752,0.4992310476238752,1.0
2024-04-05,565676.2150784625,-0.005478805773509898,-0.005493869475788822,0.1313524301569251,0.12341375792802955,-0.020873557366934303,151200.4126460844,15.120041264608442,19.682428097641818
2024-04-08,567325.8594128776,0.002916234217460012,0.0029119902553774086,0.13465171882575522,0.12632574818340692,-0.018018195331707787,152145.2180838869,15.21452180838869,18.576949704992295
2024-04-09,560223.6511462292,-0.012518745882654447,-0.012597765559351114,0.12044730229245859,0.1137279826240559,-0.03031137600574052,42218.918820583334,4.221891882058333,5.367266567579881
2024-04-10,562432.4930117037,0.003942785815906014,0.003935033406622602,0.12486498602340745,0.1176630160306785,-0.026488101453210566,23607.006678270584,2.3607006678270586,2.950875834783823
2024-04-11,563093.5748980322,0.0011753977491388845,0.0011747075100219354,0.1261871497960645,0.11883772354070041,-0.025343837758898702,480.1912283326674,0.04801912283326674,1.0
2024-04-12,555206.7745377959,-0.01400619845762674,-0.014105210867442836,0.11041354907559175,0.10473251267325753,-0.03899506539519637,19285.86138249177,1.9285861382491771,2.5282985556491573
2024-04-15,548248.0680251335,-0.012533540352520967,-0.012612747697626152,0.09649613605026697,0.09211976497563153,-0.05103985952203738,5342.074333166951,0.5342074333166951,1.0
2024-04-16,547083.6198027082,-0.002123944050764881,-0.0021262028188283296,0.09416723960541629,0.08999356215680317,-0.05305539776681856,893.1037083333067,0.08931037083333068,1.0
2024-04-17,543567.5410518056,-0.006426949416198147,-0.006447691174178077,0.0871350821036112,0.08354587098262517,-0.059141362825313015,2699.1204682351818,0.2699120468235182,1.0
2024-04-18,548826.6821220374,0.009675230165611781,0.009628724852028142,0.09765336424407489,0.0931745958346533,-0.05003833895734422,4040.3932637354883,0.40403932637354883,1.0
2024-04-19,550443.0926143867,0.002945211202377118,0.0029408825649487277,0.10088618522877346,0.09611547839960202,-0.047240501231412546,1242.5924263462512,0.12425924263462512,1.0
2024-04-22,554796.9599155181,0.007909750089609036,0.00787863199954028,0.10959391983103606,0.10399411039914226,-0.039704411700651865,146989.00982072754,14.698900982072756,19.37635246779957
2024-04-23,554541.3922327777,-0.0004606508348194982,-0.00046075696700981434,0.1090827844655553,0.10353335343213249,-0.04014677266507538,150197.59309356392,15.019759309356393,19.81498589624854
2024-04-24,549481.8011371008,-0.009123919632590849,-0.009165797508863864,0.09896360227420153,0.09436755592326866,-0.048904396370362146,3876.6185762854875,0.38766185762854877,1.0
2024-04-25,551056.2375014565,0.002865311209757193,0.002861214030189921,0.10211247500291298,0.09722876995345861,-0.04617921147573134,1210.3500202576251,0.12103500202576252,1.0
2024-04-26,549182.1564672901,-0.00340088888688328,-0.003406685054639894,0.09836431293458037,0.09382208489881891,-0.04942304999550173,1438.155703761251,0.1438155703761251,1.0
2024-04-29,547602.4356827777,-0.002876496925308558,-0.0028806419933478586,0.09520487136555533,0.090941442905471,-0.052157381669458824,1212.099108081704,0.1212099108081704,1.0
2024-04-30,539454.6919392177,-0.014878939925460521,-0.014990741733106314,0.07890938387843538,0.07595070117236455,-0.0662602750463902,6255.958616732998,0.6255958616732998,1.0
2024-05-01,535054.1416810624,-0.008157404734652207,-0.008190858415009081,0.07010828336212471,0.06775984275735546,-0.07387716789965959,3378.2180128799373,0.3378218012879938,1.0
2024-05-02,540456.4731213006,0.010096793986613894,0.01004616189153823,0.08091294624260104,0.07780600464889359,-0.06452629645764318,4150.387670533848,0.4150387670533848,1.0
2024-05-03,546390.4600892133,0.010979583487347622,0.010919745459892717,0.09278092017842665,0.08872575010878639,-0.05425518482938152,4558.74839222747,0.45587483922274696,1.0
2024-05-06,548573.6251785371,0.003995613483015914,0.003987652219172364,0.09714725035707428,0.09271340232795891,-0.05047635409439333,1677.9054146992712,0.16779054146992714,1.0
2024-05-07,548289.8612483846,-0.0005172759263811777,-0.0005174097597276866,0.09657972249676905,0.09219599256823102,-0.05096751981795,216.87511494274077,0.021687511494274076,1.0
2024-05-08,546341.5389860366,-0.0035534530182848023,-0.0035597815289528305,0.09268307797207309,0.08863621103927828,-0.054339862149103246,1495.1916352630506,0.14951916352630507,1.0
2024-05-09,547056.9989323339,0.0013095470419934863,0.001308690333118041,0.0941139978646679,0.08994490137239645,-0.0531014757128494,550.550209458379,0.0550550209458379,1.0
2024-05-10,543488.623583381,-0.006522858414968025,-0.0065442252217047525,0.0869772471667618,0.08340067615069148,-0.05927796072011671,2739.289117826789,0.2739289117826789,1.0
2024-05-13,548661.4461683817,0.009517812076534016,0.00947280306931252,0.0973228923367635,0.09287347922000418,-0.05032434513399697,20713.164272099966,2.0713164272099966,2.876828371124996
2024-05-14,544733.99717039,-0.00715823760794454,-0.00718398071451648,0.0894679943407799,0.0856894985054876,-0.05712234912200809,2837.2468564911687,0.2837246856491169,1.0
2024-05-15,555887.5397674845,0.020475209285690577,0.02026841025901068,0.11177507953496901,0.10595790876449836,-0.03781673188948087,142566.15918452622,14.256615918452622,18.92303679115028
2024-05-16,551681.0112281085,-0.00756722940963106,-0.007596006155509916,0.10336202245621706,0.09836190260898843,-0.045097793413381715,1882.6313551758649,0.1882631355175865,1.0
2024-05-17,560875.387847309,0.016666110364633946,0.016528754768733594,0.1217507756946179,0.11489065737772185,-0.02918328785097679,4157.149303225393,0.4157149303225393,1.0
2024-05-20,574443.2421757381,0.024190496895404534,0.02390254143990464,0.1488864843514761,0.13879319881762642,-0.005698749189729124,6134.175232952344,0.6134175232952345,1.0
2024-05-21,570504.1635847138,-0.0068572111251666845,-0.006880829831604326,0.14100832716942757,0.13191236898602213,-0.012516882788552341,1779.0469574177405,0.17790469574177406,1.0
2024-05-22,572404.087539098,0.0033302543182964772,0.0033247213022149173,0.144808175078196,0.13523709028823722,-0.009228312873214017,859.9019867247553,0.08599019867247552,1.0
2024-05-23,561027.69633164,-0.0198747553609685,-0.0200749148312541,0.12205539266327992,0.115162175456983,-0.02891965777343286,5140.849336752086,0.5140849336752086,1.0
2024-05-24,570586.1901576985,0.017037472282666277,0.016893962289956037,0.14117238031539703,0.13205613774693925,-0.012374903358505662,4321.916278537887,0.4321916278537887,1.0
2024-05-27,570515.3018321915,-0.0001242377168072517,-0.00012424543495165348,0.14103060366438314,0.1319318923119876,-0.012497603645573951,312682.01704743085,31.26820170474309,39.62012380225936
2024-05-28,570443.9346709467,-0.00012509245767056143,-0.00012510028238459306,0.14088786934189335,0.13180679202960294,-0.012621132747289487,312642.385404041,31.2642385404041,40.10292270446909
2024-05-29,565120.6719504794,-0.009331789500992671,-0.009375603436616751,0.13024134390095887,0.12243118859298627,-0.021835144494220304,128761.28936288078,12.876128936288078,16.800794541085697
2024-05-30,569005.9836525144,0.00687518948585808,0.006851663141121885,0.13801196730502885,0.12928285173410814,-0.015110075764211084,129329.14758047773,12.932914758047774,16.512914655321467
2024-05-31,564147.3304861917,-0.008538843713267297,-0.008575508505061693,0.1282946609723834,0.1207073432290465,-0.023519896902032156,2179.4244066760875,0.21794244066760876,1.0
2024-06-03,571283.4015845965,0.012649304025341701,0.012569969893056724,0.1425668031691929,0.1332773131221032,-0.011168103203248791,3226.769418914162,0.3226769418914162,1.0
2024-06-04,577076.6817157875,0.010140816475889158,0.010089743388144615,0.15415336343157504,0.1433670565102478,-0.0011405404123276952,2619.8578638379113,0.26198578638379116,1.0
2024-06-05,580982.4884419407,0.006768262953443793,0.006745461089924332,0.16196497688388156,0.15011251760017216,0.0,136574.8800308984,13.657488003089842,16.790617166326335
2024-06-06,578678.9949472677,-0.003964824311401327,-0.00397270506474347,0.15735798989453542,0.14613981253542865,-0.003964824311401327,1565.1768910234096,0.15651768910234096,1.0
2024-06-07,575308.2782903744,-0.005824847085041385,-0.0058418776727378425,0.1506165565807489,0.14029793486269085,-0.009766576901109714,2304.3631152881717,0.2304363115288172,1.0
2024-06-10,576062.1634950638,0.0013104021498346885,0.0013095443222551682,0.15212432699012757,0.1416074791849459,-0.008468972894642879,133116.75976889225,13.311675976889227,16.811917121608012
2024-06-11,566776.9215680244,-0.016118472129299843,-0.01624978768375151,0.1335538431360488,0.12535769150119433,-0.024450938120376575,152842.42462902304,15.284242462902304,19.885821575464877
2024-06-12,566820.7573015268,0.000077342128506519,0.00007733913775830427,0.13364151460305362,0.1254350306389526,-0.02437548707946835,156951.54298546448,15.695154298546449,20.409823535170933
2024-06-13,562371.8990222688,-0.007848792095119794,-0.007879755989660411,0.12474379804453761,0.11755527464929223,-0.0320329610442841,23318.324881567853,2.3318324881567856,3.0762961585181863
2024-06-14,557863.8815018827,-0.00801607891187972,-0.00804838040914863,0.11572776300376542,0.10950689424014372,-0.03979226121265167,127208.3605300459,12.720836053004591,17.052059052284974
2024-06-17,560614.6132557485,0.004930829625428235,0.004918712899049512,0.12122922651149715,0.11442560713919321,-0.035057640447673566,23881.57049109839,2.3881570491098394,3.143966626000315
2024-06-18,556024.3828435743,-0.008187853658535027,-0.00822155823715711,0.1120487656871485,0.10620404890203602,-0.04295844727660947,3522.9749393817765,0.35229749393817766,1.0
2024-06-19,555993.8796116728,-0.00005485952206885081,-0.000054861026907468355,0.11198775922334558,0.1061491878751285,-0.04301095011879197,128997.97055272784,12.899797055272785,17.60343484616919
2024-06-20,555993.8796116728,0.0,0.0,0.11198775922334558,0.1061491878751285,-0.04301095011879197,0.0,0.0,0.0
2024-06-21,555993.8796116728,0.0,0.0,0.11198775922334558,0.1061491878751285,-0.04301095011879197,0.0,0.0,0.0
2024-06-24,555993.8796116728,0.0,0.0,0.11198775922334558,0.1061491878751285,-0.04301095011879197,0.0,0.0,0.0
2024-06-25,555993.8796116728,0.0,0.0,0.11198775922334558,0.1061491878751285,-0.04301095011879197,0.0,0.0,0.0
2024-06-26,555993.8796116728,0.0,0.0,0.11198775922334558,0.1061491878751285,-0.04301095011879197,0.0,0.0,0.0
2024-06-27,555993.8796116728,0.0,0.0,0.11198775922334558,0.1061491878751285,-0.04301095011879197,0.0,0.0,0.0
2024-06-28,555993.8796116728,0.0,0.0,0.11198775922334558,0.1061491878751285,-0.04301095011879197,0.0,0.0,0.0
2024-07-01,555993.8796116728,0.0,0.0,0.11198775922334558,0.1061491878751285,-0.04301095011879197,0.0,0.0,0.0
2024-07-02,555993.8796116728,0.0,0.0,0.11198775922334558,0.1061491878751285,-0.04301095011879197,0.0,0.0,0.0
2024-07-03,555993.8796116728,0.0,0.0,0.11198775922334558,0.1061491878751285,-0.04301095011879197,0.0,0.0,0.0
2024-07-04,555993.8796116728,0.0,0.0,0.11198775922334558,0.1061491878751285,-0.04301095011879197,0.0,0.0,0.0
2024-07-05,555936.2544720981,-0.00010364347826097298,-0.00010364884961740657,0.11187250894419609,0.10604553902551113,-0.043110135792579274,225733.5151223392,22.57335151223392,35.051788062475026
2024-07-08,555654.8258505692,-0.0005062246242533153,-0.000506352799197116,0.11130965170113827,0.10553918622631406,-0.04359453700453941,143.17029020556947,0.014317029020556949,1.0
2024-07-09,561265.3400056452,0.010097121259565522,0.01004648589306022,0.12253068001129042,0.11558567211937448,-0.03393759507136329,3333.8492514744867,0.33338492514744866,1.0
2024-07-10,559259.259250097,-0.003574211006024397,-0.003580613759262438,0.11851851850019401,0.11200505836011204,-0.03739050595156557,1190.4059044052556,0.11904059044052556,1.0
2024-07-11,559466.7497705402,0.00037100953987145857,0.0003709407328503022,0.11893349954108023,0.11237599909296213,-0.03703336864610285,124.30508334480692,0.012430508334480693,1.0
2024-07-12,560507.6323858817,0.001860490575656959,0.0018587620067246334,0.1210152647717635,0.11423476109968696,-0.03524177830379671,619.3261082700919,0.061932610827009196,1.0
2024-07-15,583332.9235803204,0.04072253413799132,0.03991521629358836,0.1666658471606408,0.15414997739327516,0.0,148013.38403320845,14.801338403320846,20.47211397416438
2024-07-16,594573.8687498537,0.019270205255242034,0.0190868861707197,0.18914773749970748,0.1732368635639951,0.0,3587.9021232131636,0.35879021232131636,1.0
2024-07-17,590967.39241829,-0.006065648897666143,-0.006084119675319415,0.18193478483658,0.16715274388867551,-0.006065648897666143,1141.9717428864678,0.11419717428864679,1.0
2024-07-18,584142.7133922881,-0.011548317408977105,-0.011615517089605612,0.16828542678457614,0.15553722679906992,-0.017543918267881597,133375.87772684335,13.337587772684335,18.411910232860762
2024-07-19,599932.4677921829,0.027030645145257548,0.026671769980548786,0.1998649355843658,0.18220899677961871,0.0,293080.033514887,29.3080033514887,38.16146269725091
2024-07-22,607831.7366880295,0.013166930146182532,0.013080999593949032,0.21566347337605896,0.19528999637356775,0.0,427.7802076084772,0.042778020760847725,1.0
2024-07-23,584147.164451314,-0.038965672252930794,-0.039745149789185384,0.16829432890262797,0.15554484658438236,-0.038965672252930794,1088.4445058123674,0.10884445058123675,1.0
2024-07-24,585340.5518209724,0.0020429567107105306,0.0020408727125123226,0.17068110364194466,0.15758571929689472,-0.03700232072383669,55.97966476238798,0.005597966476238799,0.5597966476238798
2024-07-25,576534.9923672832,-0.015043480972393608,-0.015157781903565658,0.15306998473456646,0.14242793739332918,-0.051489157988486856,404.4684878528351,0.04044684878528351,1.0
2024-07-26,605804.2930190034,0.05076760481014153,0.04952094928106963,0.2116085860380068,0.19194888667439874,-0.0033355344031118506,1347.4326144629158,0.1347432614462916,1.0
2024-07-29,599098.640730486,-0.011069007542188203,-0.011130724861753724,0.19819728146097204,0.18081816181264496,-0.014367620889834787,307.3300464821514,0.03073300464821514,1.0
2024-07-30,587320.91846639,-0.01965907024882474,-0.019854880315146164,0.17464183693278001,0.16096328149749883,-0.03374423707027774,540.7434174421942,0.05407434174421942,1.0
2024-07-31,581798.910217899,-0.00940202889914088,-0.009446506981864685,0.16359782043579796,0.15151677451563406,-0.04282900167730441,252.95962889422663,0.025295962889422662,1.0
2024-08-01,565222.52161405,-0.028491611642312398,-0.028905375762713886,0.13044504322810013,0.12261139875292024,-0.07010034603679915,24674.013509639597,2.46740135096396,3.420295745722151
2024-08-02,558639.1165613596,-0.011647457065034894,-0.011715820048149247,0.11727823312271912,0.1108955787047708,-0.08093131233112638,129020.55585866683,12.902055585866684,18.11577588579989
2024-08-05,504121.10733035486,-0.0975907479708622,-0.1026871455990374,0.008242214660709735,0.008208433105733534,-0.17062391299733048,119047.17364801842,11.904717364801842,19.52873583464869
2024-08-06,516609.8919576597,0.024773381724564114,0.024471497145728015,0.033219783915319434,0.03267993025146157,-0.15007746260078803,7432.224075918843,0.7432224075918843,1.1490760785279595
2024-08-07,509150.0061436987,-0.014440075442017197,-0.014545347989399835,0.018300012287397305,0.018134582262061532,-0.16235040816070345,4429.54678522842,0.44295467852284204,1.0
2024-08-08,526945.5705976525,0.034951515740395234,0.03435458092481509,0.053891141195304915,0.0524891631868766,-0.13307328526659667,132220.5250639222,13.22205250639222,19.513064501759473
2024-08-09,534526.0916526389,0.014385776212880508,0.014283282730356674,0.06905218330527774,0.06677244591723319,-0.1206018715554743,2471.072790626262,0.2471072790626262,1.0
2024-08-12,524451.0955739537,-0.01884846452964617,-0.01902836093799111,0.0489021911479075,0.047744084979242166,-0.13717717598689816,138893.38030995356,13.889338030995356,20.644081496723178
2024-08-13,530779.717140569,0.012067133847226241,0.011994906458721491,0.06155943428113808,0.05973899143796356,-0.12676537748309047,3774.0399568711873,0.37740399568711874,1.0
2024-08-14,524059.5855883096,-0.012660867277412668,-0.012741699049151673,0.048119171176619346,0.046997292388811916,-0.1378212851408186,3990.3678881672677,0.3990367888167268,1.0
2024-08-15,517337.8382638397,-0.012826303552723073,-0.012909270789637231,0.034675676527679444,0.034088021599174616,-0.14887985105429913,3991.318817461113,0.39913188174611136,1.0
2024-08-16,527224.2750887179,0.019110214049018026,0.018929907419317483,0.054448550177435884,0.053017929018492053,-0.13261476282651474,5874.054440355452,0.5874054440355453,1.0
2024-08-19,524639.0619258626,-0.0049034410686426,-0.004915502379905404,0.04927812385172503,0.04810242663858649,-0.13686793522080554,25140.297065813065,2.5140297065813066,3.738890104969225
2024-08-20,526697.2415930266,0.003923039316990229,0.003915364264721535,0.05339448318605311,0.05201779090330804,-0.13348183419492177,215022.64470841349,21.50226447084135,31.695554939329817
2024-08-21,527541.7255027192,0.0016033573806812917,0.001602073375532396,0.05508345100543832,0.05361986427884034,-0.13209249589828387,809.9083818804356,0.08099083818804356,1.0
2024-08-22,527013.582870015,-0.0010011390704706136,-0.0010016405449148691,0.05402716574002997,0.05261822373392563,-0.13296139201019475,503.3245021548719,0.05033245021548719,1.0
2024-08-23,528344.9511256098,0.0025262503640692824,0.0025230647575833873,0.056689902251219504,0.05514128849150889,-0.13077103541109825,1272.5804804892432,0.12725804804892432,1.0
2024-08-26,528169.2517845568,-0.00033254664529058786,-0.00033260195118776844,0.05633850356911352,0.054808686540321214,-0.13106009458726176,214576.357480954,21.457635748095402,29.72795199237379
2024-08-27,523431.9204322841,-0.008969343323690926,-0.009009810038490839,0.046863840864568296,0.04579887650183044,-0.13885391492656407,209984.0430894752,20.99840430894752,29.675528983815035
2024-08-28,522187.9340318696,-0.0023765963668918033,-0.002379424954533481,0.044375868063739166,0.04341945154729696,-0.14090051158371275,22318.291275891355,2.2318291275891355,3.329100727310763
2024-08-29,522182.0967333567,-0.000011178539626177653,-0.000011178602106517367,0.044364193466713386,0.04340827294519044,-0.14091011506138673,23498.45703143413,2.349845703143413,3.487452809651845
2024-08-30,521953.0847747242,-0.0004385672355776693,-0.0004386634343151682,0.04390616954944848,0.04296960951087536,-0.141286883737337,23275.260051616413,2.3275260051616415,3.4874528096518453
2024-09-02,521953.0847747242,0.0,0.0,0.04390616954944848,0.04296960951087536,-0.141286883737337,0.0,0.0,0.0
2024-09-03,521917.4951393388,-0.00006818550636744636,-0.00006818783110476185,0.043834990278677655,0.0429014216797706,-0.14134543552599377,141449.28597395026,14.144928597395026,21.444706788045828
